Date,Month,FileOrigin,Description,Amount,Currency,Category
21/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,19.35,GBP,Shopping
21/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,9.90,GBP,Shopping
21/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,7.61,GBP,Shopping
21/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,8.60,GBP,Shopping
22/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,6.53,GBP,Shopping
22/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,9.90,GBP,Shopping
22/08/2024,2024-08,Monzo Lara Flex August,PPOINT_*CU CONVENIENCE London,10.97,GBP,Shopping
22/08/2024,2024-08,Monzo Lara Flex August,Nintendo CA1258418703 Frankfurt am DEU,19.99,GBP,Entertainment
23/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,7.61,GBP,Shopping
23/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,7.61,GBP,Shopping
24/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,17.25,GBP,Shopping
24/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,27.75,GBP,Shopping
24/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,10.95,GBP,Shopping
26/08/2024,2024-08,Monzo Lara Flex August,TfL Travel Charge TFL.gov.uk/CP,1.80,GBP,Transportation
27/08/2024,2024-08,Monzo Lara Flex August,MGP*Vinted London,10.05,GBP,Shopping
28/08/2024,2024-08,Monzo Lara Flex August,Flex,321.14,GBP,Nothing
28/08/2024,2024-08,Monzo Lara Flex August,PPOINT_*ASEES FOOD AND London,4.99,GBP,Activities
29/08/2024,2024-08,Monzo Lara Flex August,GOOGLE *Google One 650-253-0000,184.99,GBP,Subscriptions
01/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,Snappy Snaps Crouch En London,4.00,GBP,Shopping
01/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,CLOCKTOWER GREENS LONDON,4.99,GBP,Activities
02/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,BATH POTTERS SUPPLIES RADSTOCK,98.26,GBP,Shopping
02/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,booking40528871684 ONLINE,104.36,GBP,Holiday
02/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,booking40528871684 ONLINE,1.20,GBP,Holiday
04/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,The Woodman London,22.10,GBP,Activities
06/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,Gate Retail Wizz Ashford,18.50,GBP,Activities
06/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,BUS STOP KIOSK LARNACA CYP,2.10,GBP,Transportation
06/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,TAVERNA OUZERI EFRAIM PAPHOS CYP,35.00,GBP,Activities
06/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,PERIPTERO MARIA THANOU LARNACA CYP,2.00,GBP,Activities
06/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,PERIPTERO MARIA THANOU LARNACA CYP,1.00,GBP,Activities
06/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,CAFFE NERO FINIKOUDES LARNACA CYP,7.50,GBP,Activities
06/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,GYR EVONTAS ELLADA LARNACA CYP,17.95,GBP,Activities
06/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,GYR EVONTAS ELLADA LARNACA CYP,0.80,GBP,Activities
07/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,EURO PHARMACY FAMAGUSTA CYP,15.98,GBP,Toiletries
07/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,CHRIS EXPRESS FAMAGUSTA CYP,1.00,GBP,Activities
07/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,OCEAN BASKET (AGIA NAP AMMOCHOSTOS CYP,44.99,GBP,Activities
07/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,ENJOY KIOSK FINIKOUDES LARNACA CYP,1.40,GBP,Activities
07/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,Jiovanis Mini Market Larnaka CYP,5.40,GBP,Groceries
07/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,Jiovanis Mini Market Larnaka CYP,4.70,GBP,Groceries
08/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,FOOD VILLAGE LCA AIRPO LARNACA CYP,9.70,GBP,Activities
09/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,BATH POTTERS SUPPLIES\18 FORTH AVENUE\RADSTOCK\BA3 4XE GBRGBR,20.44,GBP,Shopping
09/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,Flex,484.02,GBP,Nothing
18/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,PPOINT_*H V Kingsley 3 London,2.20,GBP,Shopping
23/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,AIRBNB * HM9PYXTY3Q\34 Dover St 5th Floor\203-318-1111\W1S 4NG GBRGBR,155.79,GBP,Holiday
23/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,Flex,155.79,GBP,Nothing
24/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,AIRBNB * HM2AXNX399\34 Dover St 5th Floor\203-318-1111\W1S 4NG GBRGBR,157.67,GBP,Holiday
24/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,Flex,157.67,GBP,Nothing
30/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,AIRBNB * HM9CMRJQYE\34 Dover St 5th Floor\203-318-1111\W1S 4NG GBRGBR,325.35,GBP,Holiday
30/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,Flex,325.35,GBP,Nothing
31/07/2024,2024-07,Monzo Nicholas Flex JulyOctober,Flex,2.20,GBP,Nothing
04/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,KEMSING PREMIER SEVENOAKS,4.27,GBP,Activities
04/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,Kemsing News+Wine Sevenoaks,5.98,GBP,Activities
05/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,BUY 2 SAVE (GG) LTD LONDON,72.11,GBP,Groceries
08/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,PPOINT_*CU CONVENIENCE London,1.99,GBP,Shopping
09/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,Tianfu London,7.49,GBP,Activities
11/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,CLR*hartleyandnoble.co Higham Ferrer,149.99,GBP,Shopping
11/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,LS The Wells Tavern London,6.40,GBP,Activities
16/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,HUMAN FOREST +442081577491,5.00,GBP,Miscellaneous
16/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,HUMAN FOREST +442081577491,5.00,GBP,Miscellaneous
16/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,HUMAN FOREST +442081577491,1.90,GBP,Miscellaneous
16/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,VMS Sally Lunns House BATH,58.74,GBP,Miscellaneous
18/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,Same Same But Differen Bath,17.16,GBP,Uncategorised
23/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,BUY 2 SAVE (GG) LTD LONDON,92.81,GBP,Groceries
23/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,BUY 2 SAVE (GG) LTD LONDON,3.94,GBP,Groceries
25/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,HART & SONS DORSET L Sturminster N,187.20,GBP,Shopping
28/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,G KAYE & J WALDREN T/A LONDON N8,110.00,GBP,Shopping
29/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,CO-OP GROUP FOOD LONDON,4.50,GBP,Groceries
29/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,BUTTERANDCRUST LONDON,20.04,GBP,Shopping
30/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,Flex,744.52,GBP,Nothing
31/08/2024,2024-08,Monzo Nicholas Flex JulyOctober,AMZNMktplace amazon.co.uk,3.99,GBP,Shopping
01/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,MOUNT VINEYARD (BAR & GREAT BRITA,11.47,GBP,Activities
02/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,TfL Travel Charge TFL.gov.uk/CP,9.90,GBP,Transportation
02/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,MARKS&SPENCER PLC SF CHANCERY LANE,8.20,GBP,Groceries
04/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,LIME*PASS FZY2 LONDON,36.99,GBP,Transportation
17/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,Amazon.co.uk AMAZON.CO.UK,7.25,GBP,Shopping
20/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,MARKS&SPENCER PLC SF CHANCERY LANE,5.25,GBP,Groceries
20/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,LIME*PASS FZY2 +448008085223,36.99,GBP,Transportation
21/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,PRET A MANGER LONDON,18.60,GBP,Activities
21/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,CONNOLLY RETAIL LTD LONDON,20.00,GBP,Income
22/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,WAITROSE LONDON,1.10,GBP,Groceries
23/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,J and R Kiosk London,1.30,GBP,Groceries
26/09/2024,2024-09,Monzo Nicholas Flex JulyOctober,Flex,161.04,GBP,Nothing
01/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,SP PIEDATERRE VENICE +390418506574 ITA,154.50,GBP,Holiday
02/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,MARKS&SPENCER PLC SF CHANCERY LANE,3.20,GBP,Groceries
04/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,MARKS&SPENCER PLC SACA MUSWELL HILL,35.70,GBP,Groceries
06/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,SQ *JOLENE HORNSEY ROA London,7.40,GBP,Activities
07/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,MARKS&SPENCER PLC SF CHANCERY LANE,12.95,GBP,Groceries
09/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,Etsy.com*additiveworks London,45.49,GBP,Shopping
09/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,LIME*PASS FZY2 +448008085223,36.99,GBP,Transportation
10/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,MARKS&SPENCER PLC SF CHANCERY LANE,10.75,GBP,Groceries
10/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,ROBERT DYAS HIGH HOLBO LONDON,40.95,GBP,Shopping
10/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,LOON FUNG SUPERMKT LONDON W1D,3.05,GBP,Activities
16/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,LIME*PASS FZY2 +448008085223,36.99,GBP,Transportation
17/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,MARKS&SPENCER PLC SF CHANCERY LANE,3.90,GBP,Groceries
17/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,WAITROSE LONDON,5.60,GBP,Groceries
18/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,MARKS&SPENCER PLC SF CROUCH END,14.50,GBP,Groceries
19/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,GAILS - CROUCH END LONDON,7.80,GBP,Activities
19/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,CLOCKTOWER GREENS LONDON,0.99,GBP,Activities
19/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,Crouch End Greens LTD London,2.99,GBP,Groceries
21/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,Old Bell Tavern LONDON,34.96,GBP,Activities
21/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,Old Bell Tavern LONDON,33.44,GBP,Activities
23/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,SQ *JOLENE HORNSEY ROA London,11.30,GBP,Activities
23/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,BOOTS 0707 SEDLEY PLACE,11.55,GBP,Toiletries
24/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,CURSOR,20.00,GBP,Subscriptions
24/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,Flex,1.95,GBP,Nothing
24/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,Flex,65.00,GBP,Nothing
24/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,Flex,0.30,GBP,Nothing
24/10/2024,2024-10,Monzo Nicholas Flex JulyOctober,Flex,10.00,GBP,Nothing
